Student ID,Drink Name,Size,Sugar %,Milk,Whip,Price($),Calories
2927,Cold Brew,tall,100,0,0,$3.21,65 kcal
2928,Strawberry Cream,grande,50,4,0,$3.87,360 kcal
2929,Espresso,short,50,0,0,$4.72,5 kcal
2930,White Mocha,venti,0,1,1,$5.22,385 kcal
2242,Hazelnut Latte,grande,25,1,0,$5.38,245 kcal
2266,White Mocha,venti,75,2,1,$6.14,390 kcal
2318,Cappuccino,tall,50,3,0,$5.24,170 kcal
2560,Caramel Latte,venti,100,0,0,$4.79,235 kcal
2025,Caramel Latte,mini,0,5,0,$3.37,200 kcal
2182,Hot Chocolate,tall,0,4,1,$5.22,285 kcal
2445,Latte,tall,50,1,0,$5.51,140 kcal
2465,Caramel Latte,tall,0,1,0,$5.31,195 kcal
2123,Chai Tea,mega,50,4,0,$5.13,265 kcal
2459,Latte,grande,100,1,0,$4.43,160 kcal
2140,White Mocha,short,75,3,2,$4.08,340 kcal
2222,Green Tea Lemonade,grande,0,0,0,$5.23,130 kcal
2588,Latte,short,25,5,0,$3.97,115 kcal
2183,Cold Brew,tall,75,0,0,$4.87,80 kcal
2919,Hot Chocolate,grande,25,5,0,$3.74,320 kcal
2252,Latte,venti,25,1,3,$6.24,175 kcal
2598,Strawberry Cream,grande,75,5,0,$4.43,395 kcal
2277,Americano,tall,75,0,0,$4.22,35 kcal
2310,Latte,venti,25,1,0,$4.68,175 kcal
2737,Latte,tall,100,2,0,$4.34,160 kcal
2782,Iced Matcha,grande,0,3,0,$5.72,250 kcal
2906,Cappuccino,venti,100,5,0,$4.89,205 kcal
2446,Flat White,tall,0,3,0,$5.18,185 kcal
2905,Cold Brew,mini,25,4,0,$4.25,55 kcal
2038,Chai Tea,short,75,0,0,$4.07,210 kcal
2138,Cold Brew,venti,100,0,0,$5.09,140 kcal
2441,Matcha Latte,tall,100,3,0,$4.49,270 kcal
2045,Matcha Latte,grande,75,0,0,$5.19,295 kcal
2578,Mocha,grande,25,2,0,$3.73,315 kcal
2282,Latte,tall,0,1,0,$4.97,125 kcal
2708,Espresso,short,75,0,0,$4.30,20 kcal
2162,Flat White,tall,100,2,0,$5.67,210 kcal
2273,Flat White,grande,100,2,2,$5.12,210 kcal
2106,Matcha Latte,venti,50,3,0,$4.01,295 kcal
2594,Matcha Latte,grande,100,3,0,$5.01,280 kcal
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5970,Hot Chocolate,venti,0,5,1,$4.83,350 kcal
5971,Strawberry Cream,venti,0,5,1,$4.61,400 kcal
5972,Cappuccino,tall,50,5,0,$4.96,160 kcal
5973,Mocha,short,50,2,1,$4.65,250 kcal
5974,Cappuccino,short,25,5,1,$3.37,140 kcal
5975,Vanilla Latte,short,100,1,0,$3.62,190 kcal
5976,Iced Matcha,short,25,3,0,$4.92,220 kcal
5977,Iced Americano,grande,100,0,1,$5.25,65 kcal
5978,Hot Chocolate,short,0,5,0,$5.12,280 kcal
5979,Latte,short,50,1,0,$3.96,120 kcal
5980,Matcha Latte,short,75,3,1,$4.77,240 kcal
5981,White Mocha,venti,75,2,0,$5.44,390 kcal
5982,Latte,venti,0,1,0,$5.24,190 kcal
5983,Iced Americano,short,25,0,1,$4.28,20 kcal
5984,Green Tea Lemonade,venti,50,0,0,$5.33,160 kcal
5985,Espresso,short,50,0,0,$3.00,10 kcal
5986,Cappuccino,short,75,5,1,$3.66,140 kcal
5987,Black Tea,tall,100,0,0,$3.56,25 kcal
5988,Strawberry Cream,short,50,5,0,$3.22,330 kcal
5989,Iced Americano,short,50,0,1,$3.80,20 kcal
5990,Iced Matcha,tall,75,3,1,$3.40,240 kcal
5991,Hazelnut Latte,short,25,1,0,$3.44,205 kcal
5992,Americano,tall,75,0,0,$4.75,35 kcal
5993,Green Tea Lemonade,venti,50,0,0,$4.74,160 kcal
5994,Hot Chocolate,tall,0,5,0,$4.29,300 kcal
5995,Black Tea,short,25,0,0,$5.33,5 kcal
5996,Strawberry Cream,short,50,5,1,$3.37,330 kcal
5997,Hot Chocolate,tall,100,5,1,$4.57,300 kcal
5998,White Mocha,tall,75,2,0,$5.29,340 kcal
5999,Mocha,short,25,2,0,$5.15,250 kcal
